join,envelope,full_title,short_title,subject,call_num,scan_num,url
23442,"E1342800,E1344200,S0021400,S0023200","Noordkust Nieuw Guinea, Geelvink Baai, Eiland Roon / 's-Gravenhage, uitgegeven in Jan. 1920 door het Ministerie van Marine, Afdeeling Hydrographie","New Guinea, north coast, Cenderawasih Bay and Roon Island, 1920","Nautical charts -- Indonesia -- Cenderawasih, Teluk;  Islands -- Indonesia -- Cenderawasih, Teluk -- Maps;",Dutch Chart 415 1920,agsmap026947,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23442
23443,"E1270000,E1322000,S0004000,S0043500","Ceram, Misool en Obi Eilanden / 's-Gravenhage, uitgegeven in Oct. 1931 door het Ministerie van Defensie, Afdeeling Hydrographie","Ceram, Misool, and Obi Islands, 1939",Nautical charts -- Indonesia -- Ceram Sea;  Coasts -- Indonesia -- Ceram Island -- Maps;,Dutch Chart 406 1939,agsmap026942,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23443
23444,"E1335700,E1343000,S0013800,S0021500","Noordkust Nieuw Guinea, Geelvink Baai, Eilanden Roemberpon en Meos Waar / 's-Gravenhage, uitgegeven in Aug. 1922 door het Ministerie van Marine, Afdeeling Hydrographie","New Guinea, north coast, Cenderawasih Bay, Rumberpon and Mioswaar Islands, 1925",Nautical charts -- Indonesia -- Papua;  Islands -- Indonesia -- Papua -- Maps;,Dutch Chart 414 1925,agsmap026946,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23444
23445,"E1241000,E1290000,N0010000,S0020500","Moluksche Zee, zuidblad / 's-Gravenhage, uitgegeven in Mei 1931 door het Ministerie van Defensie, Afdeeling Hydrographie","Molucca Sea, 1931",Nautical charts -- Molucca Sea;  Coasts -- Indonesia -- Halmahera -- Maps;  Coasts -- Indonesia -- Sumba Island -- Maps;,Dutch Chart 404 1931,agsmap026939,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23445
23446,"E1254000,E1300000,S0021000,S0044000","Moluksche Archipel, west Ceram en Boeroe / 's-Gravenhage, uitgegeven in Oct. 1918 door het Ministerie van Marine, Afdeeling Hydrographie","Maluku Islands, Ceram and Buru Islands, 1920",Nautical charts -- Indonesia -- Maluku;  Coasts -- Indonesia -- Buru Island (Maluku) -- Maps;  Coasts -- Indonesia -- Ceram Island -- Maps;,Dutch Chart 405 1920,agsmap026940,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23446
23447,"E1281000,E1323000,N0024000,S0011500","Zee van Halmahera en noordwestkust Nieuw Guinee / 's-Gravenhage, uitgegeven in Sept. 1931 door het Ministerie van Defensie, Afdeeling Hydrographie","New Guinea, northwest coast and Halmahera Sea, 1931",Nautical charts -- Indonesia -- Halmahera;  Coasts -- Indonesia -- Papua Barat -- Maps;  Coasts -- Indonesia -- Halmahera -- Maps;,Dutch Chart 402 1931,agsmap026937,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23447
23448,"E1293000,E1344000,S0025000,S0055000","Oost Ceram tot Aroe Eilanden / 's-Gravenhage, uitgegeven in Novr. 1916 door het Ministerie van Marine, Afdeeling Hydrographie","Ceram, western part to Aru Islands, 1916",Nautical charts -- Banda Sea;  Coasts -- Indonesia -- Ceram Island -- Maps;  Coasts -- Indonesia -- Kei Islands -- Maps;  Coasts -- Indonesia -- Papua -- Maps;,Dutch Chart 407 1916,agsmap026943,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23448
23449,"E1270300,E1320500,S0061000,S0084000","Sermata en Tanimbar Eilanden / 's-Gravenhage, uitgegeven in Jan. 1929 door het Ministerie van Defensie, Afdeeling Hydrographie","Sermata and Tanimbar Islands, 1931",Nautical charts -- Banda Sea;  Islands -- Indonesia -- Maps;,Dutch Chart 408 1931,agsmap026945,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23449
23450,"E1245000,E1283200,N0045000,N0004500","Moluksche Zee (noordblad) en Sangi en Talaud Eilanden / 's-Gravenhage, uitgegeven in Juli 1951 door het Ministerie van Marine, Afdeling Hydrografie","Molucca Sea, Sangihe and Talaud Islands, 1953",Nautical charts -- Molucca Sea;  Islands -- Indonesia -- Maps;  Coasts -- Indonesia -- Sangihe-Talaud -- Maps;,Dutch Chart 403 1953,agsmap026938,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23450
23451,"E1233000,E1281000,S0013000,S0041000","Boeroe en Soela Eilanden / 's-Gravenhage, uitgegeven in Maart 1933 door het Ministerie van Defensie, Afdeeling Hydrographie","Buru and Sula Islands, 1939",Nautical charts -- Banda Sea;  Coasts -- Indonesia -- Sumba Island -- Maps;  Coasts -- Indonesia -- Buru Island (Maluku) -- Maps;,Dutch Chart 405 1939,agsmap026941,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23451
23452,"E1311500,E1351500,S0025300,S0071000","Kai en Aroe Eilanden en zuidwestkust Nieuw Guinee, Fak Fak tot Vlakke Hoek / 's-Gravenhage, uitgegeven in Mei 1932 door het Ministerie van Defensie, Afdeeling Hydrographie","New Guinea, southwest coast, Kai and Aru Islands, 1939",Nautical charts -- Indonesia -- Papua;  Coasts -- Indonesia -- Kei Islands -- Maps;  Coasts -- Indonesia -- Aru Islands -- Maps;,Dutch Chart 407 1939,agsmap026944,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23452
23455,"E1292700,E1313000,S0024000,S0041500","Moluksche Archipel, Ceram, oostblad / 's-Gravenhage, uitgegeven in Feb. 1931 door het Ministerie van Defensie, Afdeeling Hydrographie","Maluku Islands, Ceram, eastern part, 1931",Nautical charts -- Indonesia -- Ceram Island;  Coasts -- Indonesia -- Ceram Island -- Maps;,Dutch Chart 399 1931,agsmap026957,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23455
23456,"E1273800,E1293500,S0022500,S0035500","Moluksche Archipel, Ceram, westblad / 's-Gravenhage, uitgegeven in Nov. 1930 door het Ministerie van Defensie, Afdeeling Hydrographie","Maluku Islands, Ceram, western part, 1939",Nautical charts -- Indonesia -- Ceram Island;  Coasts -- Indonesia -- Ceram Island -- Maps;,Dutch Chart 398 1939,agsmap026956,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23456
23457,"E1264500,E1292000,N0024000,S0003000","Moluksche Archipel, Halmahera / 's-Gravenhage, uitgegeven in M'rt 1923 door het Ministerie van Marine, Afdeeling Hydrographie","Maluku Islands, Halmahera Island, 1925",Nautical charts -- Indonesia -- Halmahera;  Coasts -- Indonesia -- Halmahera -- Maps;,Dutch Chart 397 1925,agsmap026953,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23457
23458,"E1222000,E1234000,S0001000,S0012500","Noordkust Séran / 's-Gravenhage, uitgegeven in Juni 1925 door het Ministerie van Marine, Afdeeling Hydrographie","Ceram, north coast, 1926",Nautical charts -- Indonesia -- Ceram Sea  Nautical charts -- Indonesia -- Ceram Island;  Coasts -- Indonesia -- Ceram Island -- Maps;,Dutch Chart 398 1926,agsmap026955,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23458
23460,"E1321200,E1365600,S0000500,S0032600","Noordkust Nieuw Guinea, Kaap de Goede Hoop tot oostpunt Japen, Geelvink Baai / 's-Gravenhage, uitgegeven in Jan. 1920 door het Ministerie van Marine, Afdeeling Hydrographie","New Guinea, north coast, Cenderawasih Bay, and Sorenarwa Island, 1920","Nautical charts -- Indonesia -- Cenderawasih, Teluk;  Coasts -- Indonesia -- Cenderawasih, Teluk -- Maps;  Coasts -- Indonesia -- Manokwari -- Maps;  Coasts -- Indonesia -- Papua Barat -- Maps;",Dutch Chart 401A 1920,agsmap026960,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23460
23461,"E1270700,E1273800,S0001300,S0004900","Westkust Halmahera, vaarwaters bewesten Batjan / 's-Gravenhage, uitgegeven in Sept. 1928 door het Ministerie van Marine, Afdeeling Hydrographie","Halmahera Island, west coast and west of Bacan Island, 1931",Nautical charts -- Indonesia -- Halmahera;  Islands -- Indonesia -- Halmahera -- Maps;,Dutch Chart 392 1931,agsmap026952,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23461
23462,"E1255300,E1274200,S0024400,S0040000","Moluksche Archipel, Boeroe / 's-Gravenhage, uitgegeven in Juli 1930 door het Ministerie van Defensie, Afdeeling Hydrographie","Maluku Islands, Buru Island, 1939",Nautical charts -- Indonesia -- Buru Island (Maluku);  Coasts -- Indonesia -- Buru Island (Maluku) -- Maps;,Dutch Chart 397 1939,agsmap026954,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23462
23591,"E0061300,E0070400,N0534200,N0532400","Noordzee, Monden van de Eems / 's-Gravenhage, uitgegeven in febr 1962 door de Chef der Hydrografie","North Sea, mouth of the Ems River, 1962",Nautical charts -- Netherlands -- Waddenzee; Decca navigation -- Netherlands -- Waddenzee -- Maps; Coasts -- Netherlands -- Groningen -- Maps;,Dutch Chart 1460 1962,agsmap026983,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23591
23592,"E0032200,E0040200,N0513400,N0511200","Westerschelde, Westkapelle en Kadzand tot Terneuzen en Hansweerd / 's-Gravenhage, uitgegeven in juni 1962 door de Chef der Hydrografie","Netherlands, Westerschelde, Westkapelle, and Cadzand, 1962",Nautical charts -- Netherlands -- Westerschelde;  Coasts -- Netherlands -- Westerschelde -- Maps;,Dutch Chart 1443 1962,agsmap026978,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23592
23593,"E0032700,E0041800,N0520800,N0514600","Noordzee zeegaten van de Hoek van Holland en Goeree / 's-Gravenhage, uitgegeven in juni 1958 door het Ministerie van Marine, Afdeling Hydrografie","Netherlands, North Sea, Hook of Holland and Goeree, 1962",Nautical charts -- Netherlands -- Hoek van Holland;  Decca navigation -- Netherlands -- Hoek van Holland -- Maps;  Coasts -- Netherlands -- Hoek van Holland -- Maps;,Dutch Chart 1202 1962,agsmap026976,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23593
23594,"E0045300,E0061000,N0530700,N0521400","IJselmeer / 's-Gravenhage, uitgegeven in dec 1960 door Chef der Hydrografie","Netherlands, IJsselmeer, 1962",Nautical charts -- Netherlands -- IJssel Lake;  Coasts -- Netherlands -- IJssel Lake -- Maps;  Harbors -- Netherlands -- IJssel Lake -- Maps;,Dutch Chart 1351 1962,agsmap026977,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23594
23595,"E0035600,E0041600,N0520100,N0515400","Rede Hoek van Holland en Rotterdamsche Waterweg, Europoort tot Maassluis / 's-Gravenhage, uitgegeven in dec 1960 door de Chef der Hydrografie","Netherlands, Hook of Holland and Rotterdam, 1962",Nautical charts -- Netherlands -- Hoek van Holland; Harbors -- Netherlands -- Rotterdam -- Maps;,Dutch Chart 1540 1962,agsmap026986,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23595
23596,"E0033700,E0035600,N0513500,N0512900","Veerse Meer en Zandkreek / 's-Gravenhage, uitgegeven in sept 1961 door de Chef der Hydrografie","Netherlands, Veerse Lake and Zandkreek, 1962",Nautical charts -- Netherlands -- Veere; Coasts -- Netherlands -- Veere -- Maps;,Dutch Chart 1537 1962,agsmap026985,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23596
23597,"E0041900,E0050300,N0530800,N0525000","Noordzee, Zeegat van Texel / 's-Gravenhage, uitgegeven in dec 1961 door de Chef der Hydrografie","Netherlands, North Sea, Channel of Texel, 1962",Nautical charts -- Netherlands; Decca navigation -- Netherlands -- Maps; Coasts -- Netherlands -- Texel -- Maps; Coasts -- Netherlands -- Den Helder -- Maps;,Dutch Chart 1452 1962,agsmap026979,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23597
23598,"E0041100,E0043900,N0515700,N0514700","De Maas, Maassluis tot Rotterdam en Dordrecht / 's-Gravenhage, uitgegeven in dec 1960 door de Chef der Hydrografie","Netherlands, Meuse River, Maassluis to Rotterdam and Dordrecht, 1962",Nautical charts -- Meuse River; Deltas -- Meuse River -- Maps; Harbors -- Netherlands -- Rotterdam -- Maps;,Dutch Chart 1541 1962,agsmap026987,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23598
23599,"E0052700,E0062000,N0533600,N0531800","Noordzee, Bornrif tot Monden van de Eems / 's-Gravenhage, uitgegeven in juni 1962 door de Chef der Hydrografie","North Sea, Bornrif to the mouth of the Ems River, 1962",Nautical charts -- Netherlands -- Friesland; Decca navigation -- Netherlands -- Friesland -- Maps; Coasts -- Netherlands -- Ameland Island -- Maps; Coasts -- Netherlands -- Schiermonnikoog -- Maps;,Dutch Chart 1458 1962,agsmap026982,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23599
23600,"E0035900,E0042500,N0512800,N0511100","Westerschelde, Hansweerd tot Antwerpen / 's-Gravenhage, uitgegeven in juni 1960 door de Chef der Hydrografie","Netherlands, Westerschelde, Hansweert to Antwerp, 1962",Nautical charts -- Netherlands -- Westerschelde; Harbors -- Belgium -- Antwerp -- Maps;,Dutch Chart 1535 1962,agsmap026984,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23600
23601,"E0044500,E0053800,N0532800,N0531000","Noordzee, Terschellinger Gronden tot Harlingen / 's-Gravenhage, uitgegeven in mei 1961 door de Chef der Hydrografie","Netherlands, North Sea, Terschellinger Gronden, 1962",Nautical charts -- Netherlands; Decca navigation -- Netherlands -- Maps; Coasts -- Netherlands -- Vlieland -- Maps; Coasts -- Netherlands -- Terschelling -- Maps;,Dutch Chart 1456 1962,agsmap026981,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23601
23602,"E0044300,E0052700,N0531500,N0525500","Waddenzee, Eierlandsche Grodnen en Den Helder tot Harlingen / 's-Gravenhage, uitgegeven in aug 1960 door de Chef der Hydrografie","Netherlands, Wadden Sea, Eierlandsche Gronden, 1962",Nautical charts -- Netherlands -- Waddenzee; Decca navigation -- Netherlands -- Waddenzee -- Maps; Coasts -- Netherlands -- Texel -- Maps;,Dutch Chart 1454 1962,agsmap026980,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23602
23607,"E0241649,E0244222,N0410047,N0403136","Ägäisches Meer, Golf von Kavalla bis Thasos / herausgegeben vom Oberkommando der Kriegsmarine","Aegean Sea, Gulf of Kavalla to Thasos, 1947",Nautical charts -- Greece;  Nautical charts -- Aegean Sea;  Thasos (Greece) -- Maps;,German Chart 1536 1947,agsmap026994,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23607
23609,"E0315500,E0342500,N0694500,N0681000","Barents See, Russische Küste, Motowskij Bucht / Oberkommando der Kriegsmarine","Barents Sea, Russian Coast, Motovsky Bay, 1944",Nautical charts -- Russia (Federation) -- Murmanskai︠a︡ oblastʹ -- Maps;  Nautical charts -- Barents Sea -- Maps;  Coasts -- Russia -- Maps;  Barents Sea -- Maps;  Murmanskai︠a︡ oblastʹ (Russia) -- Maps;,German Chart 1194 1944,agsmap026993,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23609
23612,"E0243717,E0251235,N0410047,N0404253","Ägäisches Meer, Thasos bis Porto Lago / herausgegeben vom Oberkommando der Kriegsmarine","Aegean Sea, Thasos to Lagos, 1947",Nautical charts -- Greece;  Nautical charts -- Aegean Sea;  Thasos (Greece) -- Maps;,German Chart 1537 1947,agsmap026995,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23612
23621,"W0751400,E0125700,S0495100,S0730000","Süd-Atlantischer Ozean, Drake Strasze bis 20° Ost / Herausgegeben vom Oberkommando der Kriegsmarine 1938 ; Vertrieb durch Dietrich Reimer","South Atlantic Ocean, Drake Passage, 1938",Nautical charts -- Chile;  Nautical charts -- Antarctica;  Tidal currents -- Drake Passage -- Maps;  Drake Passage -- Maps;,German Chart 1061 1938,agsmap027003 (001-002),http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23621
23628,"E0281500,E0284800,N0435100,N0431800","Schwarzes Meer, Westlicher Teil, Mangalia bis Kap Kaliakra / herausgegeben vom Oberkommando der Kriegsmarine","Black Sea, western part from Mangalia to Cape Kaliakra, 1947",Nautical charts -- Romania;  Coasts -- Romania -- Maps;,German Chart 1125 1947,agsmap027009,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23628
23630,"E0283303,E0284829,N0442950,N0434542","Schwarzes Meer, Westlicher Teil, Kap Midia bis Mangalia / herausgegeben vom Oberkommando der Kriegsmarine","Black Sea, western part from Port of Midia to Mangalia, 1947",Nautical charts -- Romania;  Coasts -- Romania -- Constanța -- Maps;,German Chart 1124 1947,agsmap027008,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23630
23676,"W0984200,W0755300,N0310900,N0171600","Westindien, Golf von Mexico / Herausgegeben vom Oberkommando der Kriegsmarine ; Vertrieb durch Dietrich Reimer","Gulf of Mexico and Caribbean Sea, 1943","Nautical charts -- Caribbean Area;  Nautical charts -- West Indies;  Mexico, Gulf of -- Maps;",German Chart 996 1943,agsmap027015,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23676
23779,"W0542000,W0320000,S0050000,S0353000","Atlantischer Ozean, Ost-Küste von Süd-Amerika, Kap São Roque bis zum Rio del la Plata / herausgegeben von der Marineleitung","South America, east coast, Cabo de São Roque to Rio de la Plata, 1929","Nautical charts -- Brazil;  São Roque do Paraguaçu (Brazil) -- Maps;  Rio Grande (Rio Grande do Sul, Brazil) -- Maps;",German Chart 523 1929,agsmap027097 (s1-s2),http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23779
23781,"W0640000,E0150000,N0270000,S0220000","Atlantischer Ozean, Mittlerer Teil / herausgegeben von der Marineleitung","Atlantic Ocean, middle part, 1935",Nautical charts;  Atlantic Ocean -- Maps;,German Chart 520 1935,agsmap027095,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23781
23782,"W0640000,E0150000,N0270000,S0220000","Atlantischer Ozean, Mittlerer Teil / herausgegeben von der Marineleitung","Atlantic Ocean, middle part, 1929",Nautical charts;  Atlantic Ocean -- Maps;,German Chart 520 1929,agsmap027094,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23782
23785,"W0542000,W0320000,S0050000,S0353000","Atlantischer Ozean, Ost-Küste von Süd-Amerika, Kap São Roque bis zum Rio del la Plata / herausgegeben von der Marineleitung","South America, east coast, Cabo de São Roque to Rio de la Plata, 1935","Nautical charts -- Brazil;  São Roque do Paraguaçu (Brazil) -- Maps;  Rio Grande (Rio Grande do Sul, Brazil) -- Maps;",German Chart 523 1935,agsmap027098,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/23785
24296,"E0051648,E0052230,N0432200,N0431536","Mittelmeer, Südküste von Frankreich, Hafen von Marselle / Herausgegeben vom Oberkommando der Kriegsmarine ; Vertrieb durch Dietrich Reimer ; Kupferstich v. Franz Koeleke","France, south coast, Marseilles, 1942",Nautical charts -- France -- Marseille;  Marseille (France) -- Maps;,German Chart 437 1942,agsmap027130,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24296
24300,"W0982800,W0574400,N0303300,N0063700","Atlantischer Ozean, Westindien / Herausgegeben vom Oberkommando der Kriegsmarine 1914 ; Vertrieb durch Dietrich Reimer","Atlantic Ocean, West Indies, 1943","Nautical charts -- Caribbean Area;  Nautical charts -- West Indies;  Mexico, Gulf of -- Maps;",German Chart 443 1943,agsmap027133,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24300
24301,"E0303200,E0564100,S0085900,S0301400","Indischer Ozean, Ostküste von Afrika, Moçambique bis Port Natal 1911 / Herausgegeben vom Oberkommando der Kriegsmarine, 1911 ; Druck und Vertrieb durch Dietrich Reimer (Ernst Vohsen)","Africa, east coast, Mozambique to Durban, 1935",Nautical charts -- South Africa;  Madagascar -- Maps;  South Africa -- Maps;,German Chart 416 1935,agsmap027128,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24301
24307,"E0161500,E0323200,S0293000,S0381500","Indischer Ozean, Südküste von Afrika, Port Natal bis Kapstadt 1912 / herausgegeben vom Reichs-Marine-Amt, 1876 ; Druck und Vertrieb durch Dietrich Reimer (Ernst Vohsen) ; Kupferstich der Geogr. Anstalt von Justus Perthes in Gotha","Africa, south coast, Durban to Cape Town, 1930",Nautical charts -- South Africa;  South Africa -- Maps;,German Chart 417 1930,agsmap027129,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24307
24330,"E0131400,E1405800,N0293200,S0521600","Indischer Ozean / herausgegeben vom Reichs-Marine-Amt, 1914 ; Druck und Vertrieb durch Dietrich Reimer (Ernst Vohsen)","Indian Ocean, 1936",Nautical charts -- Indian Ocean;  Indian Ocean -- Maps;,German Chart 397 1936,agsmap027144,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24330
24333,"E0131400,E1405800,N0293200,S0521600","Indischer Ozean / herausgegeben vom Reichs-Marine-Amt, 1914 ; Druck und Vertrieb durch Dietrich Reimer (Ernst Vohsen)","Indian Ocean, 1928",Nautical charts -- Indian Ocean;  Indian Ocean -- Maps;,German Chart 397 1928,agsmap027143,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24333
24362,"W0041336,W0040618,N0502430,N0501800","Der Kanal, Englische Küste, Hafen von Plymouth / Herstellung und druck: Deutsches Hydrographisches Institut","English Channel, south coast of England, Plymouth, 1974",Nautical charts;  Plymouth Sound (England) -- Maps;,German Chart 274 1974,agsmap027156,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24362
24545,"W0150000,E0200400,N0712000,N0620000","Nördliches Eismeer, Ostküste von Island bis Norwegen / herausgegeben vom Reichs-Marine-Amt, 1910 ; Vertrieb durch Dietrich Reimer (Ernst Vohsen)","Arctic Sea, Iceland to Norway, 1929",Nautical charts -- Iceland;  Nautical charts -- Norway;  Norwegian Sea -- Maps;,German Chart 108 1929,agsmap027228 (s1-s2),http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24545
24666,"E0293001,E0301500,N0453501,N0444504",Die Ostsee von Gedser Odde bis Bornholm / herausgegeben vom Deutschen Hydrographischen Institut,"Baltic Sea, Gedser Odde to Bornholm, 1948",Nautical charts -- Germany; Nautical charts -- Denmark; Nautical charts -- Sweden; Bornholms amt (Denmark) -- Maps;,German Chart 40 1948,agsmap027253,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24666
24670,"E0112500,E0130000,N0570000,N0560300","Das Kattegat, Sudlicher Teil / Herausgegeben vom Oberkommando der Kriegsmarine 1942","Kattegat, southern part, 1943",Nautical charts -- Denmark; Nautical charts -- Sweden; Kattegat (Denmark and Sweden) -- Maps;,German Chart 25 1943,agsmap027248,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24670
24672,"E0293001,E0301500,N0453501,N0444504",Die Ostsee von Gedser Odde bis Bornholm / herausgegeben vom Deutschen Hydrographischen Institut,"Baltic Sea, Gedser Odde to Bornholm, 1946",Nautical charts -- Germany; Nautical charts -- Denmark; Nautical charts -- Sweden; Bornholms amt (Denmark) -- Maps;,German Chart 40 1946,agsmap027252,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24672
24678,"E0044000,E0090200,N0553500,N0533000","Nordsee, Deutsche Bucht / Herausgegeben vom Oberkommando der Kriegsmarine 1939 ; Vertrieb durch Dietrich Reimer","North Sea, German Bight, 1942",Nautical charts -- Netherlands; Nautical charts -- Germany; North Sea -- Maps; Helgoland (Germany) -- Maps;,German Chart 50 1942,agsmap027254,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24678
24739,"E0372551,E0374141,N0471346,N0470139","Karta porta, reĭda i gorodva Marīupoli︠a︡, opisi otdi︠e︡lʹnoĭ sʺëmki Kavkazskago Berega Chernago Mori︠a︡ 1888 g. / izdana gidrograf. upravlenīemʺ Morskago ministerstva vʺ 1890 godu.; Карта порта, рейда и города Маріуполя, описи отдѣльной съёмки Кавказскаго Берега Чернаго Моря 1888 г. / издана гидрограф. управленіемъ Морскаго министерства въ 1890 году","Ukraine, Mariupol', 1890","Nautical charts -- Azov, Sea of (Ukraine and Russia) -- Maps; Coasts -- Ukraine -- Mariupolʹ -- Maps; Harbors -- Ukraine -- Mariupolʹ -- Maps;",Russia Chart 157 1890,agsmap027276,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24739
24744,"E1485400,E1491100,N0591500,N0590500",Ostrovʺ Spafarʹeva (Korovīĭ) po menzulʹnoĭ sʺemki︠e︡ Gidrograficheskoĭ Ėkspedt︠s︡īi Vostochnago okeana 1912 g. ... Astronomicheskīĭ punktʺ i sklonenīe kompasa opredi︠e︡leny General-maĭor Zhdanko vʺ 1912 godu / Sʺemka i cherchenīe Podpolkovnika Velʹli︠u︡zhnago ; Shi︠u︡lochnyĭ promi︠e︡rʺ Kapitana d. pl. Gi︠u︡ppenenʺ ; Kopirovai︠a︡ Kapitanʺ m. pl. Vishkharevʺ ; Tipo-litografīi︠a︡ Īosifʺ Korotʹ. Vladivostokʺ. ; Nachalʹnikʺ Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana ; Gidrografʺ-Geodezistʺ Davydov.; Островъ Спафарьева (Коровій) по мензульной съемкѣ Гидрографической Экспедиціи Восточнаго океана 1912 г. ... Астрономическій пунктъ и склоненіе компаса опредѣлены Генерал-майор Жданко въ 1912 году / Съемка и черченіе Подполковника Вельлюжнаго ; Шлюпочный промѣръ Капитана д. пл. Гюппененъ; Копировая Капитанъ м. пл. Вишхаревъ ; Типо-литографія Іосифъ Короть. Владивостокъ. ; Haчальникъ Гидрографической Экспедиціи Восточнаго океана ; Гидрографъ-Геодезистъ Давыдов,"Sea of Okhotsk, Spafaryev Island, 1912","Nautical charts -- Okhotsk, Sea of -- Maps;  Coasts -- Russia (Federation) -- Magadanskai︠a︡ oblastʹ -- Maps;  Coasts -- Okhotsk, Sea of -- Maps;",Russia Chart 216 1912,agsmap027273,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24744
24857,"E0331900,E0334000,N0445200,N0442830",I︠U︡go-Zapadnyĭ Beregʺ Kryma otʺ Ri︠e︡ki Almy do Balaklavy / Gravirovano pri Chernamorskomʺ Gidrograficheskomʺ Depo vʺ Nikolaevi︠e︡ 1860 i 72. 73. 89. Юго-Западный Берегъ Крыма отъ Рѣки Алмы до Балаклавы / Гравировано при Чернаморскомъ Гидрографическомъ Депо въ Николаевѣ 1860 и 72. 73. 89,"Crimea, southwest coast, 1889",Nautical charts -- Black Sea; Coasts -- Ukraine -- Maps; Coasts -- Ukraine -- Crimea -- Maps; Harbors -- Ukraine -- Balaklava -- Maps; Harbors -- Ukraine -- Pishchane (Bakhchysaraĭsʹkyĭ raĭon) -- Maps; Black Sea -- Maps; Black Sea Coast -- Maps;,Russia Chart 28 1889,agsmap027283,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/24857
