Full Title,Short Title,Subject,Primo Record Permalink,Original Item Description,Original Item ID,Digital ID,Digital Format,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"Pilot chart of the South Pacific / by Lieut. M.F. Maury, U.S. Navy",Maury's wind and current charts 1851,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003634,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1768,1768,1760.jp2,/agdm/image/1760.jp2
"Maury's wind & current chart, sheet no. 5",Maury's wind and current charts 1848,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003635,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1769,1769,1761.jp2,/agdm/image/1761.jp2
"Wind and current chart of the North Atlantic / by M.F. Maury, A.M. Lieut. U.S. Navy",Maury's wind and current charts 1850,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003636,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1770,1770,1762.jp2,/agdm/image/1762.jp2
"Maury's wind & current chart, thermal sheet no. 2, series D",Maury's wind and current charts 1850,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003637,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1771,1771,1763.jp2,/agdm/image/1763.jp2
"Maury's wind & current chart, thermal sheet no. 3, series D",Maury's wind and current charts 1850,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003638,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1772,1772,1764.jp2,/agdm/image/1764.jp2
"Maury's wind & current chart, thermal sheet no. 4, series D",Maury's wind and current charts 1850,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003639,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1773,1773,1765.jp2,/agdm/image/1765.jp2
"Maury's wind & current chart, thermal sheet no. 5, series D",Maury's wind and current charts 1850,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003640,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1774,1774,1766.jp2,/agdm/image/1766.jp2
"Maury's wind & current chart, thermal sheet no. 6, series D",Maury's wind and current charts 1850,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003641,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1775,1775,1767.jp2,/agdm/image/1767.jp2
"Maury's wind & current chart, thermal sheet no. 7, series D",Maury's wind and current charts 1850,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003642,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1776,1776,1768.jp2,/agdm/image/1768.jp2
"Maury's wind & current chart, thermal sheet no. 8, series D",Maury's wind and current charts 1850,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003643,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1777,1777,1769.jp2,/agdm/image/1769.jp2
"Storm and rain chart of the North Atlantic / by M.F. Maury, L.L.D. Lieut. U.S. Navy",Maury's wind and current charts 1853,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003644,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1778,1778,1770.jp2,/agdm/image/1770.jp2
"Storm and rain chart of the South Atlantic / by M.F. Maury, L.L.D. Lieut. U.S. Navy",Maury's wind and current charts 1854,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003645,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1779,1779,1771.jp2,/agdm/image/1771.jp2
"Storm and rain chart of the North Pacific, sheet 1 / by M.F. Maury, L.L.D. Commander U.S. Navy",Maury's wind and current charts 1860,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003654,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1780,1780,1772.jp2,/agdm/image/1772.jp2
"A chart showing the favorite resort of the sperm and right whale by / M.F. Maury L.L.D. Lieut. U.S. Navy, 1853",Maury's wind and current charts 1853,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003656,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1781,1781,1773.jp2,/agdm/image/1773.jp2
"Whale chart of the world / by M.F. Maury, A.M. Lieut. U.S. Navy",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003657,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1782,1782,1774.jp2,/agdm/image/1774.jp2
"Maury's wind & current chart, whale sheet no. 2, series F",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003658,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1783,1783,1775.jp2,/agdm/image/1775.jp2
"Maury's wind & current chart, whale sheet no. 3, series F",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003659,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1784,1784,1776.jp2,/agdm/image/1776.jp2
"Maury's wind & current chart, whale sheet no. 4, series F, 1852",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003660,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1785,1785,1777.jp2,/agdm/image/1777.jp2
"Wind and current chart of the South Atlantic / by M.F. Maury, L.L.D. Lieut. U.S. Navy",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003662,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1786,1786,1778.jp2,/agdm/image/1778.jp2
"Maury's wind & current chart, South Atlantic no. 2, series D",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003663,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1787,1787,1779.jp2,/agdm/image/1779.jp2
"Maury's wind & current chart, South Atlantic no. 3, series D",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003664,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1788,1788,1780.jp2,/agdm/image/1780.jp2
"Maury's wind & current chart, South Atlantic no. 4, series D",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003665,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1789,1789,1781.jp2,/agdm/image/1781.jp2
"Wind and current chart of the North Atlantic / by M.F. Maury, L.L.D. Lieut., U.S. Navy",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003668,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1790,1790,1782.jp2,/agdm/image/1782.jp2
"Maury's wind & current chart, thermal sheet no. 2, series D",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003669,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1791,1791,1783.jp2,/agdm/image/1783.jp2
"Maury's wind & current chart, thermal sheet no. 3, series D",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003670,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1792,1792,1784.jp2,/agdm/image/1784.jp2
"Maury's wind & current chart, thermal sheet no. 4, series D",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003671,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1793,1793,1785.jp2,/agdm/image/1785.jp2
"Maury's wind & current chart, thermal sheet no. 5, series D",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003672,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1794,1794,1786.jp2,/agdm/image/1786.jp2
"Maury's wind & current chart, thermal sheet no. 6, series D",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003673,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1795,1795,1787.jp2,/agdm/image/1787.jp2
"Maury's wind & current chart, thermal sheet no. 7, series D",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003674,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1796,1796,1788.jp2,/agdm/image/1788.jp2
"Maury's wind & current chart, thermal sheet no. 8, series D",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003675,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1797,1797,1789.jp2,/agdm/image/1789.jp2
"Wind and current chart of the North Atlantic / by M.F. Maury, L.L.D. Lieut. U.S. Navy",Maury's wind and current charts 1848,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003676,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1798,1798,1790.jp2,/agdm/image/1790.jp2
"Wind and current chart of the North Atlantic / by M.F. Maury, L.L.D. Lieut. U.S. Navy",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003677,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1799,1799,1791.jp2,/agdm/image/1791.jp2
"Maury's wind & current chart, 3d. edition 1849, no. 5, series A",Maury's wind and current charts 1850,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003678,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1800,1800,1792.jp2,/agdm/image/1792.jp2
"Maury's wind & current chart, 3d. edition 1849, no. 5, series A",Maury's wind and current charts 1850,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003679,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1801,1801,1793.jp2,/agdm/image/1793.jp2
"Maury's wind & current chart, 3d. edition 1849, no. 6, series A",Maury's wind and current charts 1849,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003680,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1802,1802,1794.jp2,/agdm/image/1794.jp2
"Maury's wind & current chart, 3d. edition 1849, no. 7, series A",Maury's wind and current charts 1850,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003681,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1803,1803,1795.jp2,/agdm/image/1795.jp2
"Maury's wind & current chart, 3d. edition 1849, no. 8, series A",Maury's wind and current charts 1850,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003682,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1804,1804,1796.jp2,/agdm/image/1796.jp2
"Wind and current chart of the South Atlantic / M.F. Maury, A.M. Lieut. U.S. Navy",Maury's wind and current charts 1848,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003683,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1805,1805,1797.jp2,/agdm/image/1797.jp2
"Maury's wind & current chart, South Atlantic, sheet no. 2",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003684,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1806,1806,1798.jp2,/agdm/image/1798.jp2
"Maury's wind and current chart, series A, South Pacific, no. 10",Maury's wind and current charts 1852,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003685,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1807,1807,1799.jp2,/agdm/image/1799.jp2
"Trade wind chart of the Atlantic Ocean / by M.F. Maury, U.S.N.",Maury's wind and current charts 1851,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003686,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1808,1808,1800.jp2,/agdm/image/1800.jp2
"Storm and rain chart of the North Atlantic / by M.F. Maury, L.L.D. Lieut. U.S. Navy",Maury's wind and current charts 1853,Nautical charts,,1 map : some color ; 90 x 62 cm. or smaller and 61 x 93 cm.,(AGS) (RARE) 700 A-Var Maury Charts (Located in drawers along northeast wall),am003687,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1809,1809,1801.jp2,/agdm/image/1801.jp2
Lake Erie,Lake Survey Charts,Nautical charts,,1 map,(AGS) (MAPS) 800-b H-var Lake Survey I,als1001,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1810,1810,1802.jp2,/agdm/image/1802.jp2
West End Lake Erie and Detroit River,Lake Survey Charts,Nautical charts,,1 map,(AGS) (MAPS) 800-b H-var Lake Survey I,als1002,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1811,1811,1803.jp2,/agdm/image/1803.jp2
Kelley's and Bass Islands showing the harbors of refuge in their vicinity being an extract from the Survey of the West end of Lake Erie,Lake Survey Charts,Nautical charts,,1 map,(AGS) (MAPS) 800-b H-var Lake Survey I,als1003,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1812,1812,1804.jp2,/agdm/image/1804.jp2
"Head of Green Bay and entrance to Fox River, Wisconsin",Lake Survey Charts,Nautical charts,,1 map,(AGS) (MAPS) 800-b H-var Lake Survey I,als1003a,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1813,1813,1805.jp2,/agdm/image/1805.jp2
Straits of Mackinac with the approaches thereto from Lakes Huron and Michigan and the entrance by the detour passage to the St. Mary's River,Lake Survey Charts,Nautical charts,,1 map,(AGS) (MAPS) 800-b H-var Lake Survey I,als1004,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1814,1814,1806.jp2,/agdm/image/1806.jp2
"Sketch of the navigation through East Neebish Rapids, River St. Mary",Lake Survey Charts,Nautical charts,,1 map,(AGS) (MAPS) 800-b H-var Lake Survey I,als1005,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1815,1815,1807.jp2,/agdm/image/1807.jp2
"Preliminary chart, lower reach of Saginaw River and bar in front (Saginaw Bay, Lake Huron)",Lake Survey Charts,Nautical charts,,1 map,(AGS) (MAPS) 800-b H-var Lake Survey I,als1006,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1816,1816,1808.jp2,/agdm/image/1808.jp2
Chart of St. Clair Flats reduced from the original surveys,Lake Survey Charts,Nautical charts,,1 map,(AGS) (MAPS) 800-b H-var Lake Survey I,als1007,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1817,1817,1809.jp2,/agdm/image/1809.jp2
